date,base_currency,target_currency,rate,_fivetran_synced
2025-10-19,GBP,EUR,1.1655,2025-10-19T08:36:00Z
2025-10-19,GBP,CAD,1.724,2025-10-19T02:48:00Z
2025-10-19,GBP,AUD,1.9269,2025-10-19T11:39:00Z
2025-10-20,GBP,USD,1.2575,2025-10-20T20:27:00Z
2025-10-20,GBP,EUR,1.1537,2025-10-20T16:21:00Z
2025-10-20,GBP,CAD,1.7389,2025-10-20T21:14:00Z
2025-10-20,GBP,AUD,1.9359,2025-10-20T22:09:00Z
2025-10-21,GBP,USD,1.2872,2025-10-21T16:40:00Z
2025-10-21,GBP,EUR,1.1759,2025-10-21T02:18:00Z
2025-10-21,GBP,CAD,1.7187,2025-10-21T02:58:00Z
2025-10-21,GBP,AUD,1.9421,2025-10-21T09:09:00Z
2025-10-22,GBP,USD,1.2894,2025-10-22T21:57:00Z
2025-10-22,GBP,EUR,1.162,2025-10-22T07:33:00Z
2025-10-22,GBP,CAD,1.7171,2025-10-22T18:03:00Z
2025-10-22,GBP,AUD,1.932,2025-10-22T01:32:00Z
2025-10-23,GBP,USD,1.2543,2025-10-23T13:26:00Z
2025-10-23,GBP,EUR,1.1538,2025-10-23T21:46:00Z
2025-10-23,GBP,CAD,1.7227,2025-10-23T08:22:00Z
2025-10-23,GBP,AUD,1.9202,2025-10-23T02:49:00Z
2025-10-24,GBP,USD,1.2701,2025-10-24T03:47:00Z
2025-10-24,GBP,EUR,1.1765,2025-10-24T05:50:00Z
2025-10-24,GBP,CAD,1.7073,2025-10-24T12:02:00Z
2025-10-24,GBP,AUD,1.9133,2025-10-24T22:19:00Z
2025-10-25,GBP,USD,1.2626,2025-10-25T23:29:00Z
2025-10-25,GBP,EUR,1.1803,2025-10-25T14:39:00Z
2025-10-25,GBP,CAD,1.7323,2025-10-25T10:58:00Z
2025-10-25,GBP,AUD,1.9449,2025-10-25T05:13:00Z
2025-10-26,GBP,USD,1.2574,2025-10-26T23:38:00Z
2025-10-26,GBP,EUR,1.1604,2025-10-26T21:06:00Z
2025-10-26,GBP,CAD,1.7174,2025-10-26T00:00:00Z
2025-10-26,GBP,AUD,1.9258,2025-10-26T00:10:00Z
2025-10-27,GBP,USD,1.2762,2025-10-27T14:44:00Z
2025-10-27,GBP,EUR,1.1662,2025-10-27T21:47:00Z
2025-10-27,GBP,CAD,1.7241,2025-10-27T15:19:00Z
2025-10-27,GBP,AUD,1.9347,2025-10-27T19:23:00Z
2025-10-28,GBP,USD,1.2776,2025-10-28T22:43:00Z
2025-10-28,GBP,EUR,1.1658,2025-10-28T09:05:00Z
2025-10-28,GBP,CAD,1.705,2025-10-28T00:12:00Z
2025-10-28,GBP,AUD,1.9145,2025-10-28T00:44:00Z
2025-10-29,GBP,USD,1.2888,2025-10-29T00:13:00Z
2025-10-29,GBP,EUR,1.1692,2025-10-29T04:41:00Z
2025-10-29,GBP,CAD,1.7097,2025-10-29T20:54:00Z
2025-10-29,GBP,AUD,1.9416,2025-10-29T06:05:00Z
2025-10-30,GBP,USD,1.262,2025-10-30T14:09:00Z
2025-10-30,GBP,EUR,1.169,2025-10-30T00:07:00Z
2025-10-30,GBP,CAD,1.7066,2025-10-30T04:47:00Z
2025-10-30,GBP,AUD,1.9381,2025-10-30T15:30:00Z
2025-10-31,GBP,USD,1.2508,2025-10-31T14:37:00Z
2025-10-31,GBP,EUR,1.1597,2025-10-31T09:36:00Z
2025-10-31,GBP,CAD,1.7332,2025-10-31T12:03:00Z
2025-10-31,GBP,AUD,1.9234,2025-10-31T03:40:00Z
2025-11-01,GBP,USD,1.2839,2025-11-01T13:26:00Z
2025-11-01,GBP,EUR,1.1839,2025-11-01T23:37:00Z
2025-11-01,GBP,CAD,1.7238,2025-11-01T17:18:00Z
2025-11-01,GBP,AUD,1.9115,2025-11-01T12:31:00Z
2025-11-02,GBP,USD,1.2705,2025-11-02T23:39:00Z
2025-11-02,GBP,EUR,1.1874,2025-11-02T15:14:00Z
2025-11-02,GBP,CAD,1.7286,2025-11-02T16:01:00Z
2025-11-02,GBP,AUD,1.9269,2025-11-02T10:35:00Z
2025-11-03,GBP,USD,1.2525,2025-11-03T20:26:00Z
2025-11-03,GBP,EUR,1.1856,2025-11-03T03:31:00Z
2025-11-03,GBP,CAD,1.7249,2025-11-03T20:22:00Z
2025-11-03,GBP,AUD,1.9279,2025-11-03T13:01:00Z
2025-11-04,GBP,USD,1.2565,2025-11-04T23:12:00Z
2025-11-04,GBP,EUR,1.1688,2025-11-04T14:14:00Z
2025-11-04,GBP,CAD,1.7203,2025-11-04T18:58:00Z
2025-11-04,GBP,AUD,1.9374,2025-11-04T19:54:00Z
2025-11-05,GBP,USD,1.2837,2025-11-05T21:29:00Z
2025-11-05,GBP,EUR,1.1552,2025-11-05T09:46:00Z
2025-11-05,GBP,CAD,1.7285,2025-11-05T13:53:00Z
2025-11-05,GBP,AUD,1.9476,2025-11-05T20:47:00Z
2025-11-06,GBP,USD,1.2644,2025-11-06T15:51:00Z
2025-11-06,GBP,EUR,1.1888,2025-11-06T05:39:00Z
2025-11-06,GBP,CAD,1.7083,2025-11-06T22:47:00Z
2025-11-06,GBP,AUD,1.9134,2025-11-06T15:08:00Z
2025-11-07,GBP,USD,1.2569,2025-11-07T05:38:00Z
2025-11-07,GBP,EUR,1.1697,2025-11-07T13:31:00Z
2025-11-07,GBP,CAD,1.7121,2025-11-07T06:35:00Z
2025-11-07,GBP,AUD,1.9119,2025-11-07T00:22:00Z
2025-11-08,GBP,USD,1.2852,2025-11-08T11:43:00Z
2025-11-08,GBP,EUR,1.1563,2025-11-08T16:02:00Z
2025-11-08,GBP,CAD,1.7323,2025-11-08T10:27:00Z
2025-11-08,GBP,AUD,1.9146,2025-11-08T07:07:00Z
2025-11-09,GBP,USD,1.2725,2025-11-09T15:16:00Z
2025-11-09,GBP,EUR,1.1897,2025-11-09T11:49:00Z
2025-11-09,GBP,CAD,1.7019,2025-11-09T17:17:00Z
2025-11-09,GBP,AUD,1.9459,2025-11-09T22:55:00Z
2025-11-10,GBP,USD,1.2706,2025-11-10T21:06:00Z
2025-11-10,GBP,EUR,1.1783,2025-11-10T14:51:00Z
2025-11-10,GBP,CAD,1.7183,2025-11-10T03:06:00Z
2025-11-10,GBP,AUD,1.9413,2025-11-10T19:50:00Z
2025-11-11,GBP,USD,1.2843,2025-11-11T03:52:00Z
2025-11-11,GBP,EUR,1.1725,2025-11-11T16:06:00Z
2025-11-11,GBP,CAD,1.7067,2025-11-11T03:55:00Z
2025-11-11,GBP,AUD,1.9182,2025-11-11T11:10:00Z
2025-11-12,GBP,USD,1.2791,2025-11-12T22:28:00Z
2025-11-12,GBP,EUR,1.1805,2025-11-12T15:46:00Z
2025-11-12,GBP,CAD,1.7348,2025-11-12T04:41:00Z
2025-11-12,GBP,AUD,1.9245,2025-11-12T04:07:00Z
2025-11-13,GBP,USD,1.2839,2025-11-13T14:26:00Z
2025-11-13,GBP,EUR,1.1808,2025-11-13T00:15:00Z
2025-11-13,GBP,CAD,1.7334,2025-11-13T15:21:00Z
2025-11-13,GBP,AUD,1.9215,2025-11-13T05:05:00Z
2025-11-14,GBP,USD,1.2606,2025-11-14T22:48:00Z
2025-11-14,GBP,EUR,1.1666,2025-11-14T20:42:00Z
2025-11-14,GBP,CAD,1.7098,2025-11-14T16:26:00Z
2025-11-14,GBP,AUD,1.9415,2025-11-14T04:51:00Z
2025-11-15,GBP,USD,1.2672,2025-11-15T13:57:00Z
2025-11-15,GBP,EUR,1.1684,2025-11-15T16:50:00Z
2025-11-15,GBP,CAD,1.7273,2025-11-15T00:28:00Z
2025-11-15,GBP,AUD,1.9158,2025-11-15T00:45:00Z
2025-11-16,GBP,USD,1.2822,2025-11-16T02:05:00Z
2025-11-16,GBP,EUR,1.1635,2025-11-16T12:49:00Z
2025-11-16,GBP,CAD,1.7066,2025-11-16T01:25:00Z
2025-11-16,GBP,AUD,1.9404,2025-11-16T21:59:00Z
2025-11-17,GBP,USD,1.2757,2025-11-17T18:03:00Z
2025-11-17,GBP,EUR,1.1891,2025-11-17T22:51:00Z
2025-11-17,GBP,CAD,1.7264,2025-11-17T16:18:00Z
2025-11-17,GBP,AUD,1.9268,2025-11-17T21:44:00Z
2025-11-18,GBP,USD,1.2721,2025-11-18T09:46:00Z
2025-11-18,GBP,EUR,1.1797,2025-11-18T11:00:00Z
2025-11-18,GBP,CAD,1.7331,2025-11-18T16:39:00Z
2025-11-18,GBP,AUD,1.9468,2025-11-18T22:25:00Z
2025-11-19,GBP,USD,1.2678,2025-11-19T06:56:00Z
2025-11-19,GBP,EUR,1.1718,2025-11-19T19:41:00Z
2025-11-19,GBP,CAD,1.7177,2025-11-19T11:56:00Z
2025-11-19,GBP,AUD,1.9425,2025-11-19T20:25:00Z
2025-11-20,GBP,USD,1.281,2025-11-20T09:05:00Z
2025-11-20,GBP,EUR,1.1515,2025-11-20T10:24:00Z
2025-11-20,GBP,CAD,1.729,2025-11-20T23:56:00Z
2025-11-20,GBP,AUD,1.915,2025-11-20T17:18:00Z
2025-11-21,GBP,USD,1.2585,2025-11-21T16:35:00Z
2025-11-21,GBP,EUR,1.1625,2025-11-21T10:48:00Z
2025-11-21,GBP,CAD,1.7254,2025-11-21T00:01:00Z
2025-11-21,GBP,AUD,1.9456,2025-11-21T17:37:00Z
2025-11-22,GBP,USD,1.2603,2025-11-22T09:46:00Z
2025-11-22,GBP,EUR,1.1669,2025-11-22T16:07:00Z
2025-11-22,GBP,CAD,1.7293,2025-11-22T11:16:00Z
2025-11-22,GBP,AUD,1.9351,2025-11-22T11:07:00Z
2025-11-23,GBP,USD,1.2519,2025-11-23T20:07:00Z
2025-11-23,GBP,EUR,1.1679,2025-11-23T18:47:00Z
2025-11-23,GBP,CAD,1.7002,2025-11-23T10:15:00Z
2025-11-23,GBP,AUD,1.9422,2025-11-23T18:36:00Z
2025-11-24,GBP,USD,1.2786,2025-11-24T20:42:00Z
2025-11-24,GBP,EUR,1.1713,2025-11-24T19:14:00Z
2025-11-24,GBP,CAD,1.714,2025-11-24T09:42:00Z
2025-11-24,GBP,AUD,1.9414,2025-11-24T22:36:00Z
2025-11-25,GBP,USD,1.2769,2025-11-25T22:24:00Z
2025-11-25,GBP,EUR,1.1708,2025-11-25T07:06:00Z
2025-11-25,GBP,CAD,1.7131,2025-11-25T18:12:00Z
2025-11-25,GBP,AUD,1.9429,2025-11-25T11:29:00Z
2025-11-26,GBP,USD,1.2539,2025-11-26T22:27:00Z
2025-11-26,GBP,EUR,1.1831,2025-11-26T02:05:00Z
2025-11-26,GBP,CAD,1.7025,2025-11-26T04:30:00Z
2025-11-26,GBP,AUD,1.9186,2025-11-26T02:23:00Z
2025-11-27,GBP,USD,1.2771,2025-11-27T12:37:00Z
2025-11-27,GBP,EUR,1.1724,2025-11-27T12:55:00Z
2025-11-27,GBP,CAD,1.7105,2025-11-27T15:40:00Z
2025-11-27,GBP,AUD,1.9269,2025-11-27T14:44:00Z
2025-11-28,GBP,USD,1.2872,2025-11-28T15:46:00Z
2025-11-28,GBP,EUR,1.1889,2025-11-28T05:09:00Z
2025-11-28,GBP,CAD,1.7202,2025-11-28T15:45:00Z
2025-11-28,GBP,AUD,1.9283,2025-11-28T22:32:00Z
2025-11-29,GBP,USD,1.2845,2025-11-29T03:44:00Z
2025-11-29,GBP,EUR,1.1585,2025-11-29T15:02:00Z
2025-11-29,GBP,CAD,1.7299,2025-11-29T17:23:00Z
2025-11-29,GBP,AUD,1.9469,2025-11-29T03:38:00Z
2025-11-30,GBP,USD,1.2841,2025-11-30T03:07:00Z
2025-11-30,GBP,EUR,1.1648,2025-11-30T09:02:00Z
2025-11-30,GBP,CAD,1.7209,2025-11-30T03:23:00Z
2025-11-30,GBP,AUD,1.9222,2025-11-30T11:19:00Z
2025-12-01,GBP,USD,1.2618,2025-12-01T00:50:00Z
2025-12-01,GBP,EUR,1.1557,2025-12-01T18:26:00Z
2025-12-01,GBP,CAD,1.7019,2025-12-01T09:56:00Z
2025-12-01,GBP,AUD,1.9213,2025-12-01T05:52:00Z
2025-12-02,GBP,USD,1.2796,2025-12-02T00:07:00Z
2025-12-02,GBP,EUR,1.1719,2025-12-02T02:55:00Z
2025-12-02,GBP,CAD,1.7018,2025-12-02T15:36:00Z
2025-12-02,GBP,AUD,1.9224,2025-12-02T14:57:00Z
2025-12-03,GBP,USD,1.2635,2025-12-03T12:30:00Z
2025-12-03,GBP,EUR,1.1834,2025-12-03T19:08:00Z
2025-12-03,GBP,CAD,1.7305,2025-12-03T16:40:00Z
2025-12-03,GBP,AUD,1.9284,2025-12-03T14:42:00Z
2025-12-04,GBP,USD,1.268,2025-12-04T23:20:00Z
2025-12-04,GBP,EUR,1.1536,2025-12-04T19:42:00Z
2025-12-04,GBP,CAD,1.7249,2025-12-04T12:14:00Z
2025-12-04,GBP,AUD,1.946,2025-12-04T10:34:00Z
2025-12-05,GBP,USD,1.2518,2025-12-05T21:56:00Z
2025-12-05,GBP,EUR,1.1677,2025-12-05T08:41:00Z
2025-12-05,GBP,CAD,1.7035,2025-12-05T05:45:00Z
2025-12-05,GBP,AUD,1.911,2025-12-05T20:50:00Z
2025-12-06,GBP,USD,1.2809,2025-12-06T09:35:00Z
2025-12-06,GBP,EUR,1.1758,2025-12-06T20:35:00Z
2025-12-06,GBP,CAD,1.7034,2025-12-06T19:34:00Z
2025-12-06,GBP,AUD,1.9331,2025-12-06T01:36:00Z
2025-12-07,GBP,USD,1.2709,2025-12-07T15:32:00Z
2025-12-07,GBP,EUR,1.1859,2025-12-07T03:42:00Z
2025-12-07,GBP,CAD,1.7374,2025-12-07T05:01:00Z
2025-12-07,GBP,AUD,1.921,2025-12-07T06:15:00Z
2025-12-08,GBP,USD,1.2832,2025-12-08T18:28:00Z
2025-12-08,GBP,EUR,1.1534,2025-12-08T17:38:00Z
2025-12-08,GBP,CAD,1.7128,2025-12-08T18:02:00Z
2025-12-08,GBP,AUD,1.9297,2025-12-08T00:21:00Z
2025-12-09,GBP,USD,1.2675,2025-12-09T13:01:00Z
2025-12-09,GBP,EUR,1.1844,2025-12-09T10:24:00Z
2025-12-09,GBP,CAD,1.7103,2025-12-09T03:06:00Z
2025-12-09,GBP,AUD,1.9317,2025-12-09T09:09:00Z
2025-12-10,GBP,USD,1.2573,2025-12-10T02:09:00Z
2025-12-10,GBP,EUR,1.1623,2025-12-10T13:43:00Z
2025-12-10,GBP,CAD,1.7068,2025-12-10T19:20:00Z
2025-12-10,GBP,AUD,1.9173,2025-12-10T22:03:00Z
2025-12-11,GBP,USD,1.2619,2025-12-11T03:20:00Z
2025-12-11,GBP,EUR,1.1557,2025-12-11T10:16:00Z
2025-12-11,GBP,CAD,1.715,2025-12-11T03:03:00Z
2025-12-11,GBP,AUD,1.9181,2025-12-11T19:37:00Z
2025-12-12,GBP,USD,1.2595,2025-12-12T16:48:00Z
2025-12-12,GBP,EUR,1.1702,2025-12-12T03:17:00Z
2025-12-12,GBP,CAD,1.7024,2025-12-12T14:35:00Z
2025-12-12,GBP,AUD,1.9263,2025-12-12T15:01:00Z
2025-12-13,GBP,USD,1.2663,2025-12-13T07:58:00Z
2025-12-13,GBP,EUR,1.1854,2025-12-13T08:35:00Z
2025-12-13,GBP,CAD,1.7385,2025-12-13T21:06:00Z
2025-12-13,GBP,AUD,1.9199,2025-12-13T17:41:00Z
2025-12-14,GBP,USD,1.2814,2025-12-14T09:36:00Z
2025-12-14,GBP,EUR,1.1663,2025-12-14T02:54:00Z
2025-12-14,GBP,CAD,1.7254,2025-12-14T06:50:00Z
2025-12-14,GBP,AUD,1.9487,2025-12-14T11:34:00Z
2025-12-15,GBP,USD,1.2894,2025-12-15T07:34:00Z
2025-12-15,GBP,EUR,1.1881,2025-12-15T17:28:00Z
2025-12-15,GBP,CAD,1.7017,2025-12-15T14:53:00Z
2025-12-15,GBP,AUD,1.9348,2025-12-15T20:10:00Z
2025-12-16,GBP,USD,1.25,2025-12-16T15:17:00Z
2025-12-16,GBP,EUR,1.1739,2025-12-16T21:24:00Z
2025-12-16,GBP,CAD,1.74,2025-12-16T20:13:00Z
2025-12-16,GBP,AUD,1.9334,2025-12-16T16:18:00Z
2025-12-17,GBP,USD,1.2518,2025-12-17T23:34:00Z
2025-12-17,GBP,EUR,1.1725,2025-12-17T09:05:00Z
2025-12-17,GBP,CAD,1.7158,2025-12-17T03:53:00Z
2025-12-17,GBP,AUD,1.9156,2025-12-17T17:17:00Z
2025-12-18,GBP,USD,1.2851,2025-12-18T06:39:00Z
2025-12-18,GBP,EUR,1.1702,2025-12-18T10:56:00Z
2025-12-18,GBP,CAD,1.7273,2025-12-18T10:40:00Z
2025-12-18,GBP,AUD,1.9205,2025-12-18T22:28:00Z
2025-12-19,GBP,USD,1.2609,2025-12-19T21:20:00Z
2025-12-19,GBP,EUR,1.1637,2025-12-19T14:38:00Z
2025-12-19,GBP,CAD,1.7131,2025-12-19T22:08:00Z
2025-12-19,GBP,AUD,1.9359,2025-12-19T00:38:00Z
2025-12-20,GBP,USD,1.2691,2025-12-20T00:43:00Z
2025-12-20,GBP,EUR,1.1569,2025-12-20T17:57:00Z
2025-12-20,GBP,CAD,1.7279,2025-12-20T15:48:00Z
2025-12-20,GBP,AUD,1.9257,2025-12-20T02:50:00Z
2025-12-21,GBP,USD,1.2851,2025-12-21T20:04:00Z
2025-12-21,GBP,EUR,1.1715,2025-12-21T21:28:00Z
2025-12-21,GBP,CAD,1.7269,2025-12-21T11:52:00Z
2025-12-21,GBP,AUD,1.9251,2025-12-21T19:22:00Z
2025-12-22,GBP,USD,1.2655,2025-12-22T22:00:00Z
2025-12-22,GBP,EUR,1.155,2025-12-22T11:59:00Z
2025-12-22,GBP,CAD,1.7077,2025-12-22T00:14:00Z
2025-12-22,GBP,AUD,1.9397,2025-12-22T08:43:00Z
2025-12-23,GBP,USD,1.2869,2025-12-23T11:12:00Z
2025-12-23,GBP,EUR,1.1536,2025-12-23T19:40:00Z
2025-12-23,GBP,CAD,1.7121,2025-12-23T22:14:00Z
2025-12-23,GBP,AUD,1.9194,2025-12-23T15:23:00Z
2025-12-24,GBP,USD,1.2515,2025-12-24T15:57:00Z
2025-12-24,GBP,EUR,1.1782,2025-12-24T19:13:00Z
2025-12-24,GBP,CAD,1.7003,2025-12-24T20:25:00Z
2025-12-24,GBP,AUD,1.9144,2025-12-24T08:36:00Z
2025-12-25,GBP,USD,1.27,2025-12-25T05:35:00Z
2025-12-25,GBP,EUR,1.1578,2025-12-25T23:36:00Z
2025-12-25,GBP,CAD,1.7269,2025-12-25T19:36:00Z
2025-12-25,GBP,AUD,1.917,2025-12-25T18:08:00Z
2025-12-26,GBP,USD,1.2798,2025-12-26T04:16:00Z
2025-12-26,GBP,EUR,1.1873,2025-12-26T07:56:00Z
2025-12-26,GBP,CAD,1.7209,2025-12-26T08:12:00Z
2025-12-26,GBP,AUD,1.9439,2025-12-26T00:44:00Z
2025-12-27,GBP,USD,1.2771,2025-12-27T19:16:00Z
2025-12-27,GBP,EUR,1.1772,2025-12-27T14:00:00Z
2025-12-27,GBP,CAD,1.7375,2025-12-27T20:43:00Z
2025-12-27,GBP,AUD,1.9477,2025-12-27T01:54:00Z
2025-12-28,GBP,USD,1.2876,2025-12-28T13:54:00Z
2025-12-28,GBP,EUR,1.1898,2025-12-28T08:07:00Z
2025-12-28,GBP,CAD,1.7272,2025-12-28T14:31:00Z
2025-12-28,GBP,AUD,1.9245,2025-12-28T01:56:00Z
2025-12-29,GBP,USD,1.2788,2025-12-29T01:17:00Z
2025-12-29,GBP,EUR,1.1867,2025-12-29T17:28:00Z
2025-12-29,GBP,CAD,1.7126,2025-12-29T12:12:00Z
2025-12-29,GBP,AUD,1.9234,2025-12-29T18:51:00Z
2025-12-30,GBP,USD,1.251,2025-12-30T23:14:00Z
2025-12-30,GBP,EUR,1.1891,2025-12-30T13:04:00Z
2025-12-30,GBP,CAD,1.7367,2025-12-30T06:10:00Z
2025-12-30,GBP,AUD,1.9232,2025-12-30T02:40:00Z
2025-12-31,GBP,USD,1.275,2025-12-31T00:30:00Z
2025-12-31,GBP,EUR,1.1673,2025-12-31T00:37:00Z
2025-12-31,GBP,CAD,1.7319,2025-12-31T10:53:00Z
2025-12-31,GBP,AUD,1.92,2025-12-31T03:30:00Z
2026-01-01,GBP,USD,1.2595,2026-01-01T10:53:00Z
2026-01-01,GBP,EUR,1.1522,2026-01-01T10:33:00Z
2026-01-01,GBP,CAD,1.7318,2026-01-01T02:49:00Z
2026-01-01,GBP,AUD,1.934,2026-01-01T14:48:00Z
2026-01-02,GBP,USD,1.2538,2026-01-02T14:37:00Z
2026-01-02,GBP,EUR,1.155,2026-01-02T01:58:00Z
2026-01-02,GBP,CAD,1.7013,2026-01-02T10:56:00Z
2026-01-02,GBP,AUD,1.9439,2026-01-02T02:50:00Z
2026-01-03,GBP,USD,1.2551,2026-01-03T14:03:00Z
2026-01-03,GBP,EUR,1.1621,2026-01-03T20:27:00Z
2026-01-03,GBP,CAD,1.7026,2026-01-03T21:03:00Z
2026-01-03,GBP,AUD,1.9324,2026-01-03T09:54:00Z
2026-01-04,GBP,USD,1.2653,2026-01-04T03:39:00Z
2026-01-04,GBP,EUR,1.1801,2026-01-04T07:55:00Z
2026-01-04,GBP,CAD,1.724,2026-01-04T21:39:00Z
2026-01-04,GBP,AUD,1.9104,2026-01-04T12:29:00Z
2026-01-05,GBP,USD,1.2818,2026-01-05T19:39:00Z
2026-01-05,GBP,EUR,1.1541,2026-01-05T20:43:00Z
2026-01-05,GBP,CAD,1.7313,2026-01-05T14:33:00Z
2026-01-05,GBP,AUD,1.9231,2026-01-05T06:06:00Z
2026-01-06,GBP,USD,1.2541,2026-01-06T19:45:00Z
2026-01-06,GBP,EUR,1.1527,2026-01-06T06:57:00Z
2026-01-06,GBP,CAD,1.7229,2026-01-06T20:32:00Z
2026-01-06,GBP,AUD,1.9203,2026-01-06T13:30:00Z
2026-01-07,GBP,USD,1.279,2026-01-07T14:11:00Z
2026-01-07,GBP,EUR,1.1597,2026-01-07T01:03:00Z
2026-01-07,GBP,CAD,1.7051,2026-01-07T18:27:00Z
2026-01-07,GBP,AUD,1.9305,2026-01-07T20:48:00Z
2026-01-08,GBP,USD,1.2643,2026-01-08T18:56:00Z
2026-01-08,GBP,EUR,1.1716,2026-01-08T04:09:00Z
2026-01-08,GBP,CAD,1.7188,2026-01-08T19:21:00Z
2026-01-08,GBP,AUD,1.9216,2026-01-08T00:33:00Z
2026-01-09,GBP,USD,1.2735,2026-01-09T21:09:00Z
2026-01-09,GBP,EUR,1.1523,2026-01-09T16:52:00Z
2026-01-09,GBP,CAD,1.7334,2026-01-09T01:27:00Z
2026-01-09,GBP,AUD,1.9238,2026-01-09T06:40:00Z
2026-01-10,GBP,USD,1.2863,2026-01-10T02:21:00Z
2026-01-10,GBP,EUR,1.1576,2026-01-10T15:44:00Z
2026-01-10,GBP,CAD,1.7277,2026-01-10T14:38:00Z
2026-01-10,GBP,AUD,1.9377,2026-01-10T18:36:00Z
2026-01-11,GBP,USD,1.2885,2026-01-11T19:19:00Z
2026-01-11,GBP,EUR,1.1667,2026-01-11T05:06:00Z
2026-01-11,GBP,CAD,1.7182,2026-01-11T01:31:00Z
2026-01-11,GBP,AUD,1.9188,2026-01-11T00:40:00Z
2026-01-12,GBP,USD,1.2589,2026-01-12T07:29:00Z
2026-01-12,GBP,EUR,1.175,2026-01-12T07:30:00Z
2026-01-12,GBP,CAD,1.7294,2026-01-12T10:51:00Z
2026-01-12,GBP,AUD,1.9396,2026-01-12T06:25:00Z
2026-01-13,GBP,USD,1.2574,2026-01-13T00:23:00Z
2026-01-13,GBP,EUR,1.1504,2026-01-13T11:01:00Z
2026-01-13,GBP,CAD,1.7222,2026-01-13T04:18:00Z
2026-01-13,GBP,AUD,1.9276,2026-01-13T20:37:00Z
2026-01-14,GBP,USD,1.2865,2026-01-14T11:02:00Z
2026-01-14,GBP,EUR,1.189,2026-01-14T06:12:00Z
2026-01-14,GBP,CAD,1.7114,2026-01-14T07:56:00Z
2026-01-14,GBP,AUD,1.9205,2026-01-14T05:21:00Z
2026-01-15,GBP,USD,1.2839,2026-01-15T07:11:00Z
2026-01-15,GBP,EUR,1.1578,2026-01-15T05:53:00Z
2026-01-15,GBP,CAD,1.7105,2026-01-15T03:01:00Z
2026-01-15,GBP,AUD,1.9433,2026-01-15T04:24:00Z
2026-01-16,GBP,USD,1.2762,2026-01-16T03:21:00Z
2026-01-16,GBP,EUR,1.1874,2026-01-16T09:29:00Z
2026-01-16,GBP,CAD,1.7096,2026-01-16T11:42:00Z
2026-01-16,GBP,AUD,1.9169,2026-01-16T16:51:00Z
2026-01-17,GBP,USD,1.2899,2026-01-17T13:56:00Z
2026-01-17,GBP,EUR,1.1784,2026-01-17T03:09:00Z
2026-01-17,GBP,CAD,1.7353,2026-01-17T04:50:00Z
2026-01-17,GBP,AUD,1.9176,2026-01-17T17:24:00Z
2026-01-18,GBP,USD,1.2778,2026-01-18T10:38:00Z
2026-01-18,GBP,EUR,1.1672,2026-01-18T20:15:00Z
2026-01-18,GBP,CAD,1.7368,2026-01-18T19:37:00Z
2026-01-18,GBP,AUD,1.9176,2026-01-18T17:18:00Z
2026-01-19,GBP,USD,1.2816,2026-01-19T10:15:00Z
2026-01-19,GBP,EUR,1.1521,2026-01-19T08:55:00Z
2026-01-19,GBP,CAD,1.7051,2026-01-19T16:37:00Z
2026-01-19,GBP,AUD,1.9454,2026-01-19T06:46:00Z
2026-01-20,GBP,USD,1.2533,2026-01-20T15:50:00Z
2026-01-20,GBP,EUR,1.1765,2026-01-20T02:10:00Z
2026-01-20,GBP,CAD,1.7203,2026-01-20T20:48:00Z
2026-01-20,GBP,AUD,1.9304,2026-01-20T15:33:00Z
2026-01-21,GBP,USD,1.2686,2026-01-21T10:45:00Z
2026-01-21,GBP,EUR,1.165,2026-01-21T22:30:00Z
2026-01-21,GBP,CAD,1.7286,2026-01-21T15:30:00Z
2026-01-21,GBP,AUD,1.9207,2026-01-21T12:40:00Z
2026-01-22,GBP,USD,1.2868,2026-01-22T18:41:00Z
2026-01-22,GBP,EUR,1.1515,2026-01-22T07:57:00Z
2026-01-22,GBP,CAD,1.7081,2026-01-22T07:25:00Z
2026-01-22,GBP,AUD,1.9187,2026-01-22T13:56:00Z
2026-01-23,GBP,USD,1.2651,2026-01-23T05:59:00Z
2026-01-23,GBP,EUR,1.1837,2026-01-23T08:35:00Z
2026-01-23,GBP,CAD,1.7034,2026-01-23T02:18:00Z
2026-01-23,GBP,AUD,1.9278,2026-01-23T11:14:00Z
2026-01-24,GBP,USD,1.2734,2026-01-24T14:32:00Z
2026-01-24,GBP,EUR,1.1748,2026-01-24T13:28:00Z
2026-01-24,GBP,CAD,1.7187,2026-01-24T13:23:00Z
2026-01-24,GBP,AUD,1.9422,2026-01-24T10:17:00Z
2026-01-25,GBP,USD,1.2653,2026-01-25T05:28:00Z
2026-01-25,GBP,EUR,1.1594,2026-01-25T20:04:00Z
2026-01-25,GBP,CAD,1.7144,2026-01-25T02:18:00Z
2026-01-25,GBP,AUD,1.9437,2026-01-25T16:34:00Z
2026-01-26,GBP,USD,1.2757,2026-01-26T08:59:00Z
2026-01-26,GBP,EUR,1.1591,2026-01-26T03:04:00Z
2026-01-26,GBP,CAD,1.7144,2026-01-26T17:12:00Z
2026-01-26,GBP,AUD,1.9234,2026-01-26T21:21:00Z
2026-01-27,GBP,USD,1.26,2026-01-27T23:52:00Z
2026-01-27,GBP,EUR,1.1807,2026-01-27T08:12:00Z
2026-01-27,GBP,CAD,1.7282,2026-01-27T04:54:00Z
2026-01-27,GBP,AUD,1.9401,2026-01-27T23:34:00Z
