id,session_date,source,medium,campaign,device_category,pageviews,session_duration_seconds,_fivetran_synced
553,2026-01-26,referral-partner-site,referral,jan-collab-553,tablet,1,153,2026-01-26T11:14:00Z
554,2026-02-20,referral-partner-site,referral,jan-collab-554,desktop,9,297,2026-02-20T06:30:00Z
555,2026-02-10,facebook,lead_ad,leadgen-form-555,tablet,3,665,2026-02-10T19:54:00Z
556,2025-10-21,facebook,lead_ad,leadgen-form-556,mobile,5,318,2025-10-21T14:49:00Z
557,2026-06-03,facebook,lead_ad,leadgen-form-557,mobile,3,340,2026-06-03T00:34:00Z
558,2025-08-23,facebook,lead_ad,leadgen-form-558,tablet,3,256,2025-08-23T23:09:00Z
559,2025-08-07,facebook,lead_ad,leadgen-form-559,desktop,4,318,2025-08-07T16:00:00Z
560,2026-04-28,facebook,lead_ad,leadgen-form-560,desktop,5,91,2026-04-28T14:45:00Z
561,2025-06-04,facebook,lead_ad,leadgen-form-561,mobile,2,747,2025-06-04T10:21:00Z
562,2025-08-05,facebook,lead_ad,leadgen-form-562,mobile,10,120,2025-08-05T10:34:00Z
563,2025-09-21,facebook,lead_ad,leadgen-form-563,mobile,8,298,2025-09-21T18:59:00Z
564,2025-04-15,facebook,lead_ad,leadgen-form-564,mobile,3,864,2025-04-15T15:36:00Z
565,2026-05-20,facebook,lead_ad,leadgen-form-565,mobile,1,176,2026-05-20T08:10:00Z
566,2025-10-06,facebook,lead_ad,leadgen-form-566,mobile,1,254,2025-10-06T06:14:00Z
567,2026-03-03,facebook,lead_ad,leadgen-form-567,desktop,10,823,2026-03-03T10:43:00Z
568,2026-02-02,facebook,lead_ad,leadgen-form-568,mobile,6,195,2026-02-02T07:54:00Z
569,2025-05-13,facebook,lead_ad,leadgen-form-569,mobile,11,560,2025-05-13T04:33:00Z
570,2025-10-16,facebook,lead_ad,leadgen-form-570,desktop,1,296,2025-10-16T00:58:00Z
571,2026-05-30,facebook,lead_ad,leadgen-form-571,desktop,10,455,2026-05-30T12:11:00Z
572,2026-06-26,facebook,lead_ad,leadgen-form-572,tablet,10,624,2026-06-26T02:28:00Z
573,2025-06-20,facebook,lead_ad,leadgen-form-573,desktop,8,312,2025-06-20T05:38:00Z
574,2025-06-11,facebook,lead_ad,leadgen-form-574,desktop,1,319,2025-06-11T02:26:00Z
575,2025-11-24,facebook,lead_ad,leadgen-form-575,tablet,3,132,2025-11-24T11:43:00Z
576,2025-08-02,facebook,lead_ad,leadgen-form-576,tablet,3,425,2025-08-02T12:38:00Z
577,2025-07-17,facebook,lead_ad,leadgen-form-577,mobile,1,415,2025-07-17T07:08:00Z
578,2026-05-25,facebook,lead_ad,leadgen-form-578,mobile,1,230,2026-05-25T03:53:00Z
579,2025-07-28,facebook,lead_ad,leadgen-form-579,tablet,3,522,2025-07-28T01:19:00Z
580,2025-12-29,facebook,lead_ad,leadgen-form-580,mobile,1,199,2025-12-29T04:02:00Z
581,2025-11-01,facebook,lead_ad,leadgen-form-581,desktop,11,609,2025-11-01T01:06:00Z
582,2026-01-21,facebook,lead_ad,leadgen-form-582,desktop,11,259,2026-01-21T06:23:00Z
583,2026-02-11,facebook,lead_ad,leadgen-form-583,desktop,8,628,2026-02-11T15:05:00Z
584,2026-02-04,facebook,lead_ad,leadgen-form-584,desktop,1,69,2026-02-04T20:01:00Z
585,2025-07-04,facebook,lead_ad,leadgen-form-585,tablet,10,673,2025-07-04T10:27:00Z
586,2025-05-21,facebook,lead_ad,leadgen-form-586,mobile,3,198,2025-05-21T10:24:00Z
587,2026-04-02,facebook,lead_ad,leadgen-form-587,tablet,11,297,2026-04-02T22:31:00Z
588,2025-05-03,facebook,lead_ad,leadgen-form-588,tablet,12,387,2025-05-03T11:38:00Z
589,2025-09-06,facebook,lead_ad,leadgen-form-589,desktop,12,470,2025-09-06T18:39:00Z
590,2026-05-21,facebook,lead_ad,leadgen-form-590,desktop,4,10,2026-05-21T09:50:00Z
591,2026-05-05,facebook,lead_ad,leadgen-form-591,mobile,12,833,2026-05-05T06:08:00Z
592,2025-05-13,direct,none,(direct)-592,mobile,11,652,2025-05-13T14:29:00Z
593,2026-05-06,direct,none,(direct)-593,tablet,2,301,2026-05-06T10:24:00Z
594,2025-08-27,direct,none,(direct)-594,mobile,12,304,2025-08-27T07:28:00Z
595,2025-04-07,direct,none,(direct)-595,tablet,2,639,2025-04-07T09:48:00Z
596,2025-09-28,direct,none,(direct)-596,desktop,11,639,2025-09-28T22:58:00Z
597,2025-05-24,direct,none,(direct)-597,desktop,11,472,2025-05-24T15:27:00Z
598,2025-11-02,direct,none,(direct)-598,tablet,7,358,2025-11-02T01:22:00Z
599,2025-06-30,direct,none,(direct)-599,tablet,8,673,2025-06-30T13:04:00Z
600,2025-06-04,direct,none,(direct)-600,desktop,10,173,2025-06-04T17:05:00Z
601,2026-05-26,direct,none,(direct)-601,tablet,11,338,2026-05-26T15:35:00Z
602,2025-04-29,direct,none,(direct)-602,mobile,11,85,2025-04-29T23:39:00Z
603,2025-05-01,direct,none,(direct)-603,desktop,3,261,2025-05-01T02:43:00Z
604,2025-05-29,direct,none,(direct)-604,mobile,8,651,2025-05-29T17:43:00Z
605,2025-11-13,direct,none,(direct)-605,desktop,7,654,2025-11-13T15:40:00Z
606,2025-11-05,direct,none,(direct)-606,desktop,6,261,2025-11-05T04:09:00Z
607,2025-07-11,direct,none,(direct)-607,tablet,8,136,2025-07-11T17:22:00Z
608,2026-01-25,direct,none,(direct)-608,desktop,2,899,2026-01-25T04:24:00Z
609,2026-05-25,direct,none,(direct)-609,tablet,9,747,2026-05-25T09:41:00Z
610,2025-12-19,direct,none,(direct)-610,mobile,7,235,2025-12-19T15:05:00Z
611,2025-05-13,direct,none,(direct)-611,mobile,3,630,2025-05-13T09:12:00Z
612,2025-04-12,direct,none,(direct)-612,desktop,1,774,2025-04-12T07:29:00Z
613,2026-05-31,direct,none,(direct)-613,mobile,4,593,2026-05-31T17:36:00Z
614,2026-03-23,direct,none,(direct)-614,desktop,4,729,2026-03-23T22:04:00Z
615,2025-07-16,direct,none,(direct)-615,desktop,5,457,2025-07-16T11:38:00Z
616,2026-03-04,direct,none,(direct)-616,tablet,9,881,2026-03-04T12:24:00Z
617,2026-02-08,direct,none,(direct)-617,desktop,3,500,2026-02-08T17:45:00Z
618,2025-08-11,direct,none,(direct)-618,desktop,8,684,2025-08-11T17:12:00Z
619,2026-05-16,direct,none,(direct)-619,tablet,8,432,2026-05-16T10:36:00Z
620,2025-05-07,direct,none,(direct)-620,mobile,4,546,2025-05-07T04:02:00Z
621,2025-05-19,direct,none,(direct)-621,desktop,5,693,2025-05-19T00:52:00Z
622,2025-10-16,direct,none,(direct)-622,mobile,3,727,2025-10-16T13:25:00Z
623,2025-08-28,direct,none,(direct)-623,desktop,7,465,2025-08-28T07:55:00Z
